variable_name,label
pah_urine_150,PAH (T= +150) (urine concentration)
pah_vol,PAH Bolus Volume
pah_yn,PAH given
pahcl_12_8mgmin,Raw PAH Clearance (Plasma)
panc_ff,Pancreatic Fat Fraction (%)
participation_status,Participation status
pasl2d_left,Left Kidney: 2D_pASL (cortex) (ml/min/100gm)
pasl2d_right,Right Kidney: 2D_pASL (cortex) (ml/min/100gm)
pass1_core_cm,Pass #1: Core Length (cm)
pass1_core_spec,Pass #1: Core #
pass1_core_spec___1,Pass1 Core Spec (choice 1)
pass1_core_spec___2,Pass1 Core Spec (choice 2)
pass1_core_spec___3,Pass1 Core Spec (choice 3)
pass1_core_spec___4,Pass1 Core Spec (choice 4)
pass1_cortex_cm,Pass #1: Cortex Length (cm)
pass1_time,Pass #1: Harvest Time
pass2_core_cm,Pass #2: Core length (cm)
pass2_core_spec,Pass #2: Core #
pass2_core_spec___1,Pass2 Core Spec (choice 1)
pass2_core_spec___2,Pass2 Core Spec (choice 2)
pass2_core_spec___3,Pass2 Core Spec (choice 3)
pass2_core_spec___4,Pass2 Core Spec (choice 4)
pass2_cortex_cm,Pass #2: Cortex Length (cm)
pass2_time,Pass #2: Harvest Time
pass3_core_cm,Pass #3: Core length (cm)
pass3_core_spec,Pass #3: Core #
pass3_core_spec___1,Pass3 Core Spec (choice 1)
pass3_core_spec___2,Pass3 Core Spec (choice 2)
pass3_core_spec___3,Pass3 Core Spec (choice 3)
pass3_core_spec___4,Pass3 Core Spec (choice 4)
pass3_cortex_cm,Pass #3: Cortex length (cm)
pass3_time,Pass #3: Harvest Time
pass4_core_cm,Pass #4: Core length (cm)
pass4_core_spec,Pass #4: Core #
pass4_core_spec___1,Pass4 Core Spec (choice 1)
pass4_core_spec___2,Pass4 Core Spec (choice 2)
pass4_core_spec___3,Pass4 Core Spec (choice 3)
pass4_core_spec___4,Pass4 Core Spec (choice 4)
pass4_cortex_cm,Pass #4: Cortex length (cm)
pass4_time,Pass #4: Harvest Time
passes_attempt,# of Passes Attempted
pat_dias,Pericardial Adipose Tissue Diastole
pat_sys,Pericardial Adipose Tissue Systole
path_date_collected,Pathology Date Collected
path_date_completed,Pathology Date Completed
path_date_rcvd,Pathology Date Received
path_report_id,Pathology Report ID
pavel_hct,Hematocrit
pavel_hgb,Hemoglobin
pavel_lymphocyte,Lymphocyte
pavel_monocyte,Monocyte
pavel_mpv,Mean Platelet Volume
pavel_neutrophil,Neutrophils
pavel_neutrophils,Neutrophils
pavel_plt,Platelet
pavel_rbc,Red Blood Cells
pavel_wbc,White Blood Cells
pc_6_0_22_0_h,PC(6:0_22:0)+H
pc_8_0e_9_0_h,PC(8:0e_9:0)+H
pc_8_0e_12_4_h,PC(8:0e_12:4)+H
pc_8_1e_11_0_h,PC(8:1e_11:0)+H
pc_10_1e_10_4_h,PC(10:1e_10:4)+H
pc_13_0_25_3,PC(13:0_25:3)
pc_14_0_18_2_ch3coo,PC(14:0_18:2)+CH3COO
pc_14_1_18_1,PC(14:1_18:1)
pc_15_0_18_2,PC(15:0_18:2)
pc_15_0_18_2_ch3coo,PC(15:0_18:2)+CH3COO
pc_15_1_25_8,PC(15:1_25:8)
pc_16_0_14_0_ch3coo,PC(16:0_14:0)+CH3COO
pc_16_0_16_0_ch3coo,PC(16:0_16:0)+CH3COO
pc_16_0_16_1_ch3coo,PC(16:0_16:1)+CH3COO
pc_16_0_16_1_ch3coo_1,PC(16:0_16:1)+CH3COO
pc_16_0_17_0,PC(16:0_17:0)
pc_16_0_18_1,PC(16:0_18:1)
pc_16_0_18_1_ch3coo,PC(16:0_18:1)+CH3COO
pc_16_0_18_1_hcoo,PC(16:0_18:1)+HCOO
pc_16_0_18_2,PC(16:0_18:2)
pc_16_0_18_2_ch3coo,PC(16:0_18:2)+CH3COO
pc_16_0_18_2_ch3coo_1,PC(16:0_18:2)+CH3COO
pc_16_0_18_2_na,PC(16:0_18:2)+Na
pc_16_0_20_2_h,PC(16:0_20:2)+H
pc_16_0_20_4,PC(16:0_20:4)
pc_16_0_20_4_ch3coo,PC(16:0_20:4)+CH3COO
pc_16_0_20_5_ch3coo,PC(16:0_20:5)+CH3COO
pc_16_0_21_4,PC(16:0_21:4)
pc_16_0_22_6_ch3,PC(16:0_22:6)-CH3
pc_16_0_22_6_ch3coo,PC(16:0_22:6)+CH3COO
pc_16_0_22_6_na,PC(16:0_22:6)+Na
pc_16_0_23_6,PC(16:0_23:6)
pc_16_0e_18_2_ch3coo,PC(16:0e_18:2)+CH3COO
pc_16_0e_19_1_hcoo,PC(16:0e_19:1)+HCOO
pc_16_1_18_2_ch3coo,PC(16:1_18:2)+CH3COO
pc_16_1e_18_2_ch3coo,PC(16:1e_18:2)+CH3COO
pc_16_2_17_0,PC(16:2_17:0)
pc_16_2_21_2,PC(16:2_21:2)
pc_17_0_16_1,PC(17:0_16:1)
pc_17_0_17_2,PC(17:0_17:2)
pc_17_0_18_1,PC(17:0_18:1)
pc_17_0_18_1_ch3coo,PC(17:0_18:1)+CH3COO
pc_17_0_18_2,PC(17:0_18:2)
pc_17_0_18_2_ch3coo,PC(17:0_18:2)+CH3COO
pc_17_0_18_3,PC(17:0_18:3)
pc_17_0_20_3,PC(17:0_20:3)
pc_17_0_20_4_ch3coo,PC(17:0_20:4)+CH3COO
pc_17_0_20_5,PC(17:0_20:5)
pc_17_0_22_5,PC(17:0_22:5)
pc_17_0_22_6,PC(17:0_22:6)
pc_17_1_18_2,PC(17:1_18:2)
pc_18_0_18_1_ch3coo,PC(18:0_18:1)+CH3COO
pc_18_0_18_1_ch3coo_1,PC(18:0_18:1)+CH3COO
pc_18_0_18_2,PC(18:0_18:2)
pc_18_0_18_2_ch3,PC(18:0_18:2)-CH3
pc_18_0_18_2_ch3coo,PC(18:0_18:2)+CH3COO
pc_18_0_18_2_ch3coo_1,PC(18:0_18:2)+CH3COO
pc_18_0_19_1,PC(18:0_19:1)
pc_18_0_20_2_ch3coo,PC(18:0_20:2)+CH3COO
pc_18_0_20_3_ch3coo,PC(18:0_20:3)+CH3COO
pc_18_0_20_4,PC(18:0_20:4)
pc_18_0_20_4_ch3coo,PC(18:0_20:4)+CH3COO
pc_18_0_20_5_h,PC(18:0_20:5)+H
pc_18_0_21_4,PC(18:0_21:4)
pc_18_0_21_5,PC(18:0_21:5)
pc_18_0_22_4_ch3coo,PC(18:0_22:4)+CH3COO
pc_18_0_22_5_ch3coo,PC(18:0_22:5)+CH3COO
pc_18_0_22_6_ch3coo,PC(18:0_22:6)+CH3COO
pc_18_0_23_6,PC(18:0_23:6)
pc_18_0e_20_4_ch3coo,PC(18:0e_20:4)+CH3COO
pc_18_1_14_1_h,PC(18:1_14:1)+H
pc_18_1_18_2_ch3coo,PC(18:1_18:2)+CH3COO
pc_18_1_20_4_ch3coo,PC(18:1_20:4)+CH3COO
pc_18_1_22_6_ch3coo,PC(18:1_22:6)+CH3COO
pc_18_1e_16_0_ch3coo,PC(18:1e_16:0)+CH3COO
pc_18_1e_20_4_ch3coo,PC(18:1e_20:4)+CH3COO
pc_18_2_16_0,PC(18:2_16:0)
pc_18_2_19_2,PC(18:2_19:2)
pc_18_3_16_0,PC(18:3_16:0)
pc_18_4_16_1_h,PC(18:4_16:1)+H
pc_19_0_18_1_hcoo,PC(19:0_18:1)+HCOO
pc_19_0_18_2,PC(19:0_18:2)
pc_19_0_20_2,PC(19:0_20:2)
pc_19_0_20_3,PC(19:0_20:3)
pc_19_0_20_3_hcoo,PC(19:0_20:3)+HCOO
pc_19_0_20_4,PC(19:0_20:4)
pc_20_0_22_3_h,PC(20:0_22:3)+H
pc_20_1_13_0_h,PC(20:1_13:0)+H
pc_20_1_16_1,PC(20:1_16:1)
pc_20_5_17_1,PC(20:5_17:1)
pc_20_5_18_2_h,PC(20:5_18:2)+H
pc_21_1_12_0,PC(21:1_12:0)
pc_21_1_13_1,PC(21:1_13:1)
pc_22_1_14_3_h,PC(22:1_14:3)+H
pc_22_2_11_0,PC(22:2_11:0)
pc_22_3_14_1,PC(22:3_14:1)
pc_22_6_16_0,PC(22:6_16:0)
pc_23_1_11_3_h,PC(23:1_11:3)+H
pc_24_0_18_2_h,PC(24:0_18:2)+H
pc_24_2_12_3_h,PC(24:2_12:3)+H
pc_25_0_10_4_h,PC(25:0_10:4)+H
pc_25_1_10_1_h,PC(25:1_10:1)+H
pc_26_0_h,PC(26:0)+H
pc_26_1_10_1_h,PC(26:1_10:1)+H
pc_26_8_14_0,PC(26:8_14:0)
pc_27_6_15_1,PC(27:6_15:1)
pc_28_0,PC(28:0)
pc_29_0_h,PC(29:0)+H
pc_29_8_13_1,PC(29:8_13:1)
pc_30_0,PC(30:0)
pc_30_0_h,PC(30:0)+H
pc_30_0e_h,PC(30:0e)+H
pc_30_1,PC(30:1)
pc_31_0,PC(31:0)
pc_31_0_h,PC(31:0)+H
pc_31_1,PC(31:1)
pc_31_1_h,PC(31:1)+H
pc_31_1_h_1,PC(31:1)+H
pc_31_2,PC(31:2)
pc_31_2_h,PC(31:2)+H
pc_32_0,PC(32:0)
pc_32_0_h,PC(32:0)+H
pc_32_0e_h,PC(32:0e)+H
pc_32_1,PC(32:1)
pc_32_1_h,PC(32:1)+H
pc_32_1e_h,PC(32:1e)+H
pc_32_2,PC(32:2)
pc_32_2e_h,PC(32:2e)+H
pc_32_3,PC(32:3)
pc_32_3_h,PC(32:3)+H
pc_33_1,PC(33:1)
pc_33_1_h,PC(33:1)+H
pc_33_2,PC(33:2)
pc_33_2_h,PC(33:2)+H
pc_33_2_h_1,PC(33:2)+H
pc_33_3,PC(33:3)
pc_33_4,PC(33:4)
pc_34_0e_h,PC(34:0e)+H
pc_34_1,PC(34:1)
pc_34_1_h,PC(34:1)+H
pc_34_1_h_1,PC(34:1)+H
pc_34_1e_h,PC(34:1e)+H
pc_34_2,PC(34:2)
pc_34_2_h,PC(34:2)+H
pc_34_2_h_1,PC(34:2)+H
pc_34_2e_h,PC(34:2e)+H
pc_34_3,PC(34:3)
pc_34_3_h,PC(34:3)+H
pc_34_3e_h,PC(34:3e)+H
pc_34_4,PC(34:4)
pc_34_4e_h,PC(34:4e)+H
pc_34_5_h,PC(34:5)+H
pc_34_6e_ch3,PC(34:6e)-CH3
pc_35_1,PC(35:1)
pc_35_1_h,PC(35:1)+H
pc_35_2,PC(35:2)
pc_35_3,PC(35:3)
pc_35_3_h,PC(35:3)+H
pc_35_4,PC(35:4)
pc_35_4_h,PC(35:4)+H
pc_35_5_h,PC(35:5)+H
pc_35_5_h_1,PC(35:5)+H
pc_35_6,PC(35:6)
pc_35_6_h,PC(35:6)+H
pc_36_1,PC(36:1)
pc_36_1_h,PC(36:1)+H
pc_36_2,PC(36:2)
pc_36_2_h,PC(36:2)+H
pc_36_2e_h,PC(36:2e)+H
pc_36_3,PC(36:3)
pc_36_3_h,PC(36:3)+H
pc_36_3e_ch3coo,PC(36:3e)+CH3COO
pc_36_3e_h,PC(36:3e)+H
pc_36_4,PC(36:4)
pc_36_4_h,PC(36:4)+H
pc_36_4e_ch3coo,PC(36:4e)+CH3COO
pc_36_4e_ch3coo_1,PC(36:4e)+CH3COO
pc_36_4e_h,PC(36:4e)+H
pc_36_5,PC(36:5)
pc_36_5e_ch3coo,PC(36:5e)+CH3COO
pc_36_5e_h,PC(36:5e)+H
pc_36_6,PC(36:6)
pc_36_6_h,PC(36:6)+H
pc_36_6e_h,PC(36:6e)+H
pc_37_0_h,PC(37:0)+H
pc_37_2,PC(37:2)
pc_37_2_h,PC(37:2)+H
pc_37_2_h_1,PC(37:2)+H
pc_37_3,PC(37:3)
pc_37_3_h,PC(37:3)+H
pc_37_4,PC(37:4)
pc_37_4_h,PC(37:4)+H
pc_37_5,PC(37:5)
pc_37_5_h,PC(37:5)+H
pc_37_5e_h,PC(37:5e)+H
pc_37_6,PC(37:6)
pc_37_6_h,PC(37:6)+H
pc_38_1_h,PC(38:1)+H
pc_38_1e_h,PC(38:1e)+H
pc_38_2,PC(38:2)
pc_38_2_h,PC(38:2)+H
pc_38_4,PC(38:4)
pc_38_4_h,PC(38:4)+H
pc_38_4e_h,PC(38:4e)+H
pc_38_5,PC(38:5)
pc_38_5e_h,PC(38:5e)+H
pc_38_6,PC(38:6)
pc_38_6_h,PC(38:6)+H
pc_38_6e_h,PC(38:6e)+H
pc_38_7e_h,PC(38:7e)+H
pc_39_4,PC(39:4)
pc_39_4_h,PC(39:4)+H
pc_39_5,PC(39:5)
pc_39_5_h,PC(39:5)+H
pc_39_6,PC(39:6)
pc_39_6_h,PC(39:6)+H
pc_40_1_h,PC(40:1)+H
pc_40_2_h,PC(40:2)+H
pc_40_3e_h,PC(40:3e)+H
pc_40_4,PC(40:4)
pc_40_4_h,PC(40:4)+H
pc_40_4e_h,PC(40:4e)+H
pc_40_5,PC(40:5)
pc_40_5_h,PC(40:5)+H
pc_40_5e_h,PC(40:5e)+H
pc_40_6,PC(40:6)
pc_40_6_na,PC(40:6)+Na
pc_40_6e_h,PC(40:6e)+H
pc_40_7,PC(40:7)
pc_40_7e_h,PC(40:7e)+H
pc_40_8,PC(40:8)
pc_40_9,PC(40:9)
pc_40_9_h,PC(40:9)+H
pc_40_9_h_1,PC(40:9)+H
pc_41_4_h,PC(41:4)+H
pc_42_2e_h,PC(42:2e)+H
pc_42_3e_h,PC(42:3e)+H
pc_42_4_h,PC(42:4)+H
pc_42_4e_h,PC(42:4e)+H
pc_42_5_h,PC(42:5)+H
pc_42_5e_h,PC(42:5e)+H
pc_42_6,PC(42:6)
pc_42_6_h,PC(42:6)+H
pc_42_7,PC(42:7)
pc_42_8,PC(42:8)
pc_42_8_h,PC(42:8)+H
pc_42_9,PC(42:9)
pc_42_9_h,PC(42:9)+H
pc_42_10,PC(42:10)
pc_43_3_h,PC(43:3)+H
pc_44_4e_h,PC(44:4e)+H
pc_44_5e_h,PC(44:5e)+H
pc_44_6e_h,PC(44:6e)+H
pc_45_3_h,PC(45:3)+H
pc_45_4_h,PC(45:4)+H
pc_47_4_h,PC(47:4)+H
pc_47_5_h,PC(47:5)+H
pc_o_5_0_12_0,PC(O-5:0_12:0)
pc_o_5_0_14_2,PC(O-5:0_14:2)
pc_o_6_0_12_0,PC(O-6:0_12:0)
pc_o_12_1_23_6,PC(O-12:1_23:6)
pc_o_13_0_19_1,PC(O-13:0_19:1)
pc_o_13_0_22_6,PC(O-13:0_22:6)
pc_o_13_1_22_6,PC(O-13:1_22:6)
pc_o_14_1_20_4,PC(O-14:1_20:4)
pc_o_14_1_22_6,PC(O-14:1_22:6)
pc_o_14_2_17_0,PC(O-14:2_17:0)
pc_o_15_1_18_1,PC(O-15:1_18:1)
pc_o_15_1_18_2,PC(O-15:1_18:2)
pc_o_15_1_20_4,PC(O-15:1_20:4)
pc_o_15_1_22_4,PC(O-15:1_22:4)
pc_o_15_1_22_6,PC(O-15:1_22:6)
pc_o_15_2_22_6,PC(O-15:2_22:6)
pc_o_16_0,PC(O-16:0)
pc_o_16_0_16_0,PC(O-16:0_16:0)
pc_o_16_1_18_0,PC(O-16:1_18:0)
pc_o_16_1_18_2,PC(O-16:1_18:2)
pc_o_16_1_20_4,PC(O-16:1_20:4)
pc_o_16_1_22_5,PC(O-16:1_22:5)
pc_o_17_0,PC(O-17:0)
pc_o_17_0_18_1,PC(O-17:0_18:1)
pc_o_17_0_21_6,PC(O-17:0_21:6)
pc_o_17_1_18_2,PC(O-17:1_18:2)
pc_o_17_2_20_6,PC(O-17:2_20:6)
pc_o_17_3_21_4,PC(O-17:3_21:4)
pc_o_18_0,PC(O-18:0)
pc_o_18_1,PC(O-18:1)
pc_o_18_2,PC(O-18:2)
pc_o_18_4_18_0,PC(O-18:4_18:0)
pc_o_18_4_18_1,PC(O-18:4_18:1)
pc_o_19_0,PC(O-19:0)
pc_o_19_0_23_4,PC(O-19:0_23:4)
pc_o_19_1,PC(O-19:1)
pc_o_19_1_20_4,PC(O-19:1_20:4)
pc_o_20_1_14_1,PC(O-20:1_14:1)
pc_o_20_3,PC(O-20:3)
pc_o_22_1_18_3,PC(O-22:1_18:3)
pc_o_23_5_19_0,PC(O-23:5_19:0)
pc_o_24_7_22_0,PC(O-24:7_22:0)
pc_o_25_5_19_0,PC(O-25:5_19:0)
pc_o_30_6_14_0,PC(O-30:6_14:0)
pc_o_32_0,PC(O-32:0)
pc_o_32_1,PC(O-32:1)
pc_o_32_2,PC(O-32:2)
pc_o_34_0,PC(O-34:0)
pc_o_34_1,PC(O-34:1)
pc_o_34_2,PC(O-34:2)
pc_o_34_3,PC(O-34:3)
pc_o_34_4,PC(O-34:4)
pc_o_35_7,PC(O-35:7)
pc_o_36_2,PC(O-36:2)
pc_o_36_3,PC(O-36:3)
pc_o_36_5,PC(O-36:5)
pc_o_37_6,PC(O-37:6)
pc_o_38_1,PC(O-38:1)
pc_o_38_3,PC(O-38:3)
pc_o_38_4,PC(O-38:4)
pc_o_38_5,PC(O-38:5)
pc_o_38_6,PC(O-38:6)
pc_o_39_10,PC(O-39:10)
pc_o_40_4,PC(O-40:4)
pc_o_40_5,PC(O-40:5)
pc_o_40_6,PC(O-40:6)
pc_o_41_11,PC(O-41:11)
pc_o_41_12,PC(O-41:12)
pc_o_42_2,PC(O-42:2)
pc_o_42_3,PC(O-42:3)
pc_o_42_4,PC(O-42:4)
pc_o_42_5,PC(O-42:5)
pc_o_42_6,PC(O-42:6)
pc_o_43_13,PC(O-43:13)
pc_o_44_4,PC(O-44:4)
pc_o_44_5,PC(O-44:5)
pc_o_44_6,PC(O-44:6)
pc_o_44_7,PC(O-44:7)
pc_o_46_6,PC(O-46:6)
pc_o_46_7,PC(O-46:7)
pc_o_46_8,PC(O-46:8)
pc_p_4_0_16_2,PC(P-4:0_16:2)
pc_p_5_0_14_0,PC(P-5:0_14:0)
pc_p_5_0_15_2,PC(P-5:0_15:2)
pc_p_8_0_23_1,PC(P-8:0_23:1)
pc_p_11_0_23_2,PC(P-11:0_23:2)
pc_p_15_2_22_5,PC(P-15:2_22:5)
pc_p_18_0,PC(P-18:0)
pc_p_19_0,PC(P-19:0)
pc_p_19_1,PC(P-19:1)
pc_p_19_4_16_2,PC(P-19:4_16:2)
pc_p_20_3,PC(P-20:3)
pc_p_20_6_21_5,PC(P-20:6_21:5)
pc_p_22_7_19_2,PC(P-22:7_19:2)
pc_p_32_0,PC(P-32:0)
pc_p_35_4,PC(P-35:4)
pc_p_36_4,PC(P-36:4)
pc_p_37_6,PC(P-37:6)
pc_p_39_10,PC(P-39:10)
pc_p_41_10,PC(P-41:10)
pcasl3d_left,Left Kidney: Perfusion 3D_pCASL (cortex) (mL/min/100gm)
pcasl3d_right,Right Kidney: Perfusion 3D_pCASL (cortex)
pe_16_0_18_1,PE(16:0_18:1)
pe_16_0_18_1_na,PE(16:0_18:1)+Na
pe_16_0_18_2,PE(16:0_18:2)
pe_16_0_18_2_h,PE(16:0_18:2)+H
pe_16_0_18_2_h_1,PE(16:0_18:2)-H
pe_16_0_20_4,PE(16:0_20:4)
pe_16_0_20_4_h,PE(16:0_20:4)-H
pe_16_0_20_4_h_1,PE(16:0_20:4)+H
pe_16_0_22_6,PE(16:0_22:6)
pe_16_0_22_6_h,PE(16:0_22:6)+H
pe_16_0_22_6_h_1,PE(16:0_22:6)-H
pe_16_0e_h,PE(16:0e)+H
pe_16_0p_18_2_h,PE(16:0p_18:2)+H
pe_16_0p_20_4_h,PE(16:0p_20:4)+H
pe_16_0p_20_5_h,PE(16:0p_20:5)+H
pe_16_0p_22_6_h,PE(16:0p_22:6)+H
pe_16_1e_20_4_h,PE(16:1e_20:4)-H
pe_16_1e_20_5_h,PE(16:1e_20:5)-H
pe_16_1e_22_6_h,PE(16:1e_22:6)-H
pe_16_1e_22_6_h_1,PE(16:1e_22:6)-H
pe_18_0_18_2,PE(18:0_18:2)
pe_18_0_18_2_h,PE(18:0_18:2)-H
pe_18_0_18_2_h_1,PE(18:0_18:2)+H
pe_18_0_18_2_h_2,PE(18:0_18:2)-H
pe_18_0_20_4,PE(18:0_20:4)
pe_18_0_20_4_h,PE(18:0_20:4)-H
pe_18_0_20_4_h_1,PE(18:0_20:4)+H
pe_18_0_22_6,PE(18:0_22:6)
pe_18_0_22_6_h,PE(18:0_22:6)-H
pe_18_0e_h,PE(18:0e)+H
pe_18_0p_18_1_h,PE(18:0p_18:1)+H
pe_18_0p_18_2_h,PE(18:0p_18:2)+H
pe_18_0p_20_4_h,PE(18:0p_20:4)+H
pe_18_1_18_2,PE(18:1_18:2)
pe_18_1_20_4,PE(18:1_20:4)
pe_18_1e_18_2_h,PE(18:1e_18:2)-H
pe_18_1e_18_2_h_1,PE(18:1e_18:2)-H
pe_18_1e_20_4_h,PE(18:1e_20:4)-H
pe_18_1e_20_4_h_1,PE(18:1e_20:4)-H
pe_18_1e_h,PE(18:1e)+H
pe_18_1p_18_2_h,PE(18:1p_18:2)+H
pe_18_1p_20_4_h,PE(18:1p_20:4)+H
pe_18_1p_22_6_h,PE(18:1p_22:6)+H
pe_18_2e_18_2_h,PE(18:2e_18:2)+H
pe_18_2e_22_6_h,PE(18:2e_22:6)-H
pe_18_2e_22_6_h_1,PE(18:2e_22:6)-H
pe_18_2e_h,PE(18:2e)+H
pe_20_0p_20_4_h,PE(20:0p_20:4)+H
pe_20_3e_h,PE(20:3e)+H
pe_20_4_16_0,PE(20:4_16:0)
pe_20_4e_h,PE(20:4e)+H
pe_22_6_16_0,PE(22:6_16:0)
pe_32_0e_li,PE(32:0e)+Li
pe_34_2,PE(34:2)
pe_34_3e_h,PE(34:3e)-H
pe_34_3e_h_1,PE(34:3e)+H
pe_34_3e_h_2,PE(34:3e)-H
pe_35_1e_h,PE(35:1e)+H
pe_35_4e_li,PE(35:4e)+Li
pe_36_1_h,PE(36:1)+H
pe_36_2e_h,PE(36:2e)-H
pe_36_2e_h_1,PE(36:2e)+H
pe_36_3_na,PE(36:3)+Na
pe_36_3e_h,PE(36:3e)+H
pe_36_5e_h,PE(36:5e)+H
pe_37_2_ch3ch2_3nh,PE(37:2)+(CH3CH2)3NH
pe_37_5e_li,PE(37:5e)+Li
pe_38_6,PE(38:6)
pe_38_6e_h,PE(38:6e)+H
pe_38_7e_h,PE(38:7e)+H
pe_39_1_ch3ch2_3nh,PE(39:1)+(CH3CH2)3NH
pe_39_2_ch3ch2_3nh,PE(39:2)+(CH3CH2)3NH
pe_39_3_ch3ch2_3nh,PE(39:3)+(CH3CH2)3NH
pe_40_5e_h,PE(40:5e)+H
pe_40_6e_h,PE(40:6e)+H
pe_40_7e_h,PE(40:7e)+H
pe_40_8e_h,PE(40:8e)+H
pe_43_7_na,PE(43:7)+Na
pe_44_0_li,PE(44:0)+Li
pe_45_7_na,PE(45:7)+Na
pe_46_0_li,PE(46:0)+Li
pe_46_1_li,PE(46:1)+Li
pe_46_2_li,PE(46:2)+Li
pe_46_3_li,PE(46:3)+Li
pe_47_0_li,PE(47:0)+Li
pe_47_1_li,PE(47:1)+Li
pe_48_1_li,PE(48:1)+Li
pe_48_2_li,PE(48:2)+Li
pe_48_3_li,PE(48:3)+Li
pe_50_0_li,PE(50:0)+Li
pe_50_1_li,PE(50:1)+Li
pe_50_2_li,PE(50:2)+Li
pe_50_3_li,PE(50:3)+Li
pe_50_4_li,PE(50:4)+Li
pe_52_0_li,PE(52:0)+Li
pe_52_1_li,PE(52:1)+Li
pe_52_2_li,PE(52:2)+Li
pe_52_3_li,PE(52:3)+Li
pe_52_4_li,PE(52:4)+Li
pe_52_5_li,PE(52:5)+Li
pe_54_6_li,PE(54:6)+Li
pe_bmi_percent,BMI %
pe_map,Mean Arterial Pressure (MAP)
pe_o_16_1_18_1,PE(O-16:1_18:1)
pe_o_16_1_18_2,PE(O-16:1_18:2)
pe_o_16_1_20_4,PE(O-16:1_20:4)
pe_o_16_1_22_6,PE(O-16:1_22:6)
pe_o_17_1_20_4,PE(O-17:1_20:4)
pe_o_18_1_18_2,PE(O-18:1_18:2)
pe_o_18_1_20_4,PE(O-18:1_20:4)
pe_o_18_1_22_5,PE(O-18:1_22:5)
pe_o_18_1_22_6,PE(O-18:1_22:6)
pe_o_18_2_20_4,PE(O-18:2_20:4)
pe_o_18_2_22_6,PE(O-18:2_22:6)
pe_p_4_0_14_1,PE(P-4:0_14:1)
pe_p_4_0_16_3,PE(P-4:0_16:3)
pe_p_16_0_20_4,PE(P-16:0_20:4)
pe_p_16_0e_0_0_tissue,PE (P-16:0e/0:0)
pe_p_18_0_18_1,PE(P-18:0_18:1)
pe_p_18_0_18_2,PE(P-18:0_18:2)
pe_p_18_0_20_4,PE(P-18:0_20:4)
pe_p_18_1_20_4,PE(P-18:1_20:4)
pe_p_21_6_23_4,PE(P-21:6_23:4)
pe_p_23_7_17_0,PE(P-23:7_17:0)
pe_pulse,Pulse
per_lt,% Time Light Activity
per_mod,% Time Moderate Activity
per_sed,% Time Sedentary
per_vig,% Time Vigorous Activity
peripheral_vascular_disease,Peripheral Vascular Disease
PFBA,PFBA
PFBS,PFBS
PFDA,PFDA
PFDoA,PFDoA
PFDoS,PFDoS
PFHpA,PFHpA
PFHps,PFHps
PFHxA,PFHxA
PFHxS,PFHxS
PFNA,PFNA
PFNS,PFNS
PFOA,PFOA
PFOS,PFOS
PFOSA,PFOSA
PFPeA,PFPeA
PFPeAS,PFPeAS
PFTeDA,PFTeDA
PFTrDA,PFTrDA
PFUnA,PFUnA
pg,Pi G (Oncotic pressure)
pg_20_0e_16_0_h,PG(20:0e_16:0)-H
pg_20_6_18_0,PG(20:6_18:0)
pg_o_14_2_22_2,PG(O-14:2_22:2)
pg_o_28_0_16_0,PG(O-28:0_16:0)
pg_p_16_3_20_0,PG(P-16:3_20:0)
phentermine,Phentermine
phenylalanine,Phenylalanine
phosphate_tissue,Phosphate
pi_13_0_21_1_h,PI(13:0_21:1)+H
pi_16_0_18_1,PI(16:0_18:1)
pi_16_0_18_2,PI(16:0_18:2)
pi_16_0_18_2_h,PI(16:0_18:2)-H
pi_16_0_20_4,PI(16:0_20:4)
pi_16_0_20_4_h,PI(16:0_20:4)-H
pi_16_0_20_4_h_1,PI(16:0_20:4)+H
pi_16_0_20_4_nh4,PI(16:0_20:4)+NH4
pi_17_1_19_0_nh4,PI(17:1_19:0)+NH4
pi_18_0_18_1_na,PI(18:0_18:1)+Na
pi_18_0_18_2,PI(18:0_18:2)
pi_18_0_18_2_h,PI(18:0_18:2)-H
pi_18_0_18_2_nh4,PI(18:0_18:2)+NH4
pi_18_0_20_3,PI(18:0_20:3)
pi_18_0_20_3_h,PI(18:0_20:3)-H
pi_18_0_20_4,PI(18:0_20:4)
pi_18_0_20_4_h,PI(18:0_20:4)+H
pi_18_0_20_4_h_1,PI(18:0_20:4)-H
pi_18_0_20_4_nh4,PI(18:0_20:4)+NH4
pi_18_1_18_0,PI(18:1_18:0)
pi_18_1_20_4,PI(18:1_20:4)
pi_18_1_20_4_h,PI(18:1_20:4)-H
pi_18_1_20_4_nh4,PI(18:1_20:4)+NH4
pi_20_4_16_0,PI(20:4_16:0)
pi_20_4_18_0,PI(20:4_18:0)
pi_22_7_18_0,PI(22:7_18:0)
pi_32_1,PI(32:1)
pi_34_1,PI(34:1)
pi_34_2,PI(34:2)
pi_34_2_nh4,PI(34:2)+NH4
pi_35_4e_li,PI(35:4e)+Li
pi_36_2,PI(36:2)
pi_36_2_h,PI(36:2)+H
pi_36_3,PI(36:3)
pi_37_5e_li,PI(37:5e)+Li
pi_38_5,PI(38:5)
pi_40_6,PI(40:6)
pilabs_yn,PI Samples -- Labs complete
plasma_ioh_1,Average Plasma Concentration -- Iohexol (Period 1)
plasma_ioh_2,Average Plasma Concentration -- Iohexol (Period 2)
